Date,Close
12/31/2011,60.53
1/31/2012,64.41
2/29/2012,67.55
3/31/2012,66.76
4/30/2012,62.06
5/31/2012,64.16
6/30/2012,64.8
7/31/2012,68.16
8/31/2012,68.57
9/30/2012,64.95
10/31/2012,65.8
11/30/2012,65.13
12/31/2012,66.87
1/31/2013,67.1
2/28/2013,68.97
3/31/2013,70.72
4/30/2013,73.25
5/31/2013,71.27
6/30/2013,75.77
7/31/2013,75.47
8/31/2013,78.88
9/30/2013,82.79
10/31/2013,85.73
11/30/2013,87.96
12/31/2013,86.27
1/31/2014,90.34
2/28/2014,87.67
3/31/2014,87.39
4/30/2014,91.31
5/31/2014,93.91
6/30/2014,95.02
7/31/2014,99.78
8/31/2014,98.79
9/30/2014,101.4
10/31/2014,106.01
11/30/2014,103.25
12/31/2014,101.1
1/31/2015,108.4
2/28/2015,105.6
3/31/2015,107.63
4/30/2015,110.05
5/31/2015,107.07
6/30/2015,111.95
7/31/2015,104.31
8/31/2015,101.76
9/30/2015,113.33
10/31/2015,114.02
11/30/2015,111.86
12/31/2015,104.13
1/31/2016,102.5
2/29/2016,109.2
3/31/2016,105.72
4/30/2016,110.34
5/31/2016,107.54
6/30/2016,115.23
7/31/2016,116.44
8/31/2016,118.72
9/30/2016,116.99
10/31/2016,117.5
11/30/2016,118.48
12/31/2016,124.57
1/31/2017,130.02
2/28/2017,132.38
3/31/2017,135.99
4/30/2017,141.29
5/31/2017,137.64
6/30/2017,143.23
7/31/2017,146.2
8/31/2017,145.45
9/30/2017,152.15
10/31/2017,155.15
11/30/2017,155.76
12/31/2017,169.4
1/31/2018,167.21
2/28/2018,160.13
3/31/2018,160.94
4/30/2018,170.07
5/31/2018,171.65
6/30/2018,176.45
7/31/2018,186.65
8/31/2018,185.79
9/30/2018,169.82
10/31/2018,169.37
11/30/2018,154.26
12/31/2018,168.16
1/31/2019,173.19
2/28/2019,179.66
3/31/2019,189.54
4/30/2019,173.95
5/31/2019,186.74
6/30/2019,191.1
7/31/2019,187.47
8/31/2019,188.81
9/30/2019,197.08
10/31/2019,205.1
11/30/2019,212.61
12/31/2019,219.07
1/31/2020,205.8
2/29/2020,190.4
3/31/2020,218.91
4/30/2020,233.36
5/31/2020,247.6
6/30/2020,265.79
7/31/2020,294.88
8/31/2020,277.84
9/30/2020,269.38
10/31/2020,299.62
11/30/2020,313.74
12/31/2020,314.56
1/31/2021,314.14
2/28/2021,319.13
3/31/2021,337.99
4/30/2021,333.93
5/31/2021,354.43
6/30/2021,364.57
7/31/2021,379.95
8/31/2021,357.96
9/30/2021,386.11
10/31/2021,393.82
11/30/2021,383.13
12/3/2021,383.13
